# db4a input recording
# frame button down
# frame mouse x y   (game pixels)
5451 mouse 66 112
5457 mouse 67 112
5458 mouse 67 113
5461 mouse 68 113
5462 mouse 69 113
5463 mouse 74 113
5464 mouse 78 113
5465 mouse 80 113
5471 mouse 80 114
5472 mouse 79 114
5473 mouse 79 115
5474 mouse 79 119
5475 mouse 79 130
5476 mouse 81 154
5477 mouse 84 186
5478 mouse 87 222
5479 mouse 91 224
5480 mouse 96 224
5481 mouse 102 224
5482 mouse 107 224
5483 mouse 111 224
5484 mouse 113 224
5485 mouse 114 224
5503 mouse 114 223
5504 mouse 115 220
5505 mouse 116 213
5506 mouse 116 200
5507 mouse 118 183
5508 mouse 123 170
5509 mouse 126 161
5510 mouse 129 153
5511 mouse 131 145
5512 mouse 133 139
5513 mouse 135 133
5514 mouse 136 127
5515 mouse 136 122
5516 mouse 135 119
5517 mouse 134 115
5518 mouse 132 113
5519 mouse 131 112
5521 mouse 131 113
5522 mouse 130 116
5523 mouse 127 120
5524 mouse 126 123
5525 mouse 125 123
5526 mouse 125 124
5527 mouse 125 125
5528 mouse 124 128
5529 mouse 123 130
5533 mouse 122 127
5534 mouse 119 120
5535 mouse 113 108
5536 mouse 105 94
5537 mouse 96 81
5538 mouse 86 71
5539 mouse 78 66
5540 mouse 75 65
5543 mouse 75 66
5544 mouse 75 69
5545 mouse 73 73
5546 mouse 70 77
5547 mouse 69 77
5551 mouse 68 77
5552 mouse 67 76
5553 mouse 64 73
5554 mouse 61 67
5555 mouse 58 61
5556 mouse 55 57
5557 mouse 54 56
5559 mouse 54 55
5561 mouse 54 54
5562 mouse 53 53
5563 mouse 53 52
5564 mouse 53 51
5565 mouse 52 51
5566 mouse 52 50
5567 mouse 50 50
5568 mouse 49 49
5569 mouse 48 49
5570 mouse 47 48
5571 mouse 45 47
5572 mouse 42 46
5573 mouse 40 45
5574 mouse 38 43
5575 mouse 37 42
5576 mouse 36 41
5577 mouse 35 41
5602 mouse 36 41
5603 mouse 41 43
5604 mouse 51 48
5605 mouse 62 58
5606 mouse 70 68
5607 mouse 75 79
5608 mouse 79 96
5609 mouse 80 110
5610 mouse 79 122
5611 mouse 77 133
5612 mouse 76 140
5613 mouse 76 142
5616 mouse 75 142
5617 mouse 75 141
5618 mouse 74 140
5620 mouse 73 140
5626 mouse 74 140
5627 mouse 74 141
5629 mouse 73 143
5630 mouse 70 145
5631 mouse 64 147
5632 mouse 56 149
5633 mouse 43 150
5634 mouse 29 151
5635 mouse 17 151
5636 mouse 8 151
5637 mouse 2 151
5638 mouse 1 151
5649 mouse -1 151
5650 mouse -2 151
5652 mouse -3 151
5653 mouse -5 151
5654 mouse -7 151
5655 mouse -10 152
5656 mouse -11 152
5657 mouse -12 152
5658 mouse -13 152
5662 a 1
5668 a 0
5674 mouse -12 152
5675 mouse -11 152
5676 mouse -9 153
5677 mouse -6 154
5678 mouse -4 155
5679 mouse -3 155
5680 mouse -2 156
5681 mouse -1 156
5683 mouse 0 156
5689 mouse 1 156
5690 mouse 3 156
5691 mouse 6 156
5692 mouse 12 155
5693 mouse 21 152
5694 mouse 30 147
5695 mouse 38 141
5696 mouse 45 135
5697 mouse 50 129
5698 mouse 53 126
5699 mouse 54 125
5702 a 1
5708 a 0
5728 mouse 94 125
5750 mouse 95 125
5758 mouse 95 124
5760 mouse 96 123
5761 mouse 98 120
5762 mouse 100 118
5763 mouse 101 115
5764 mouse 102 109
5765 mouse 104 102
5766 mouse 106 96
5767 mouse 107 92
5768 mouse 108 89
5769 mouse 109 86
5770 mouse 109 83
5771 mouse 109 82
5773 mouse 110 82
5774 mouse 110 81
5776 mouse 110 80
5783 mouse 111 82
5784 mouse 112 85
5785 mouse 114 88
5786 mouse 114 90
5794 mouse 114 89
5795 mouse 115 89
5797 mouse 115 88
5803 a 1
5809 a 0
5817 mouse 115 87
5818 mouse 117 82
5819 mouse 121 73
5820 mouse 127 60
5821 mouse 134 42
5822 mouse 139 22
5823 mouse 143 0
5824 mouse 145 0
5825 mouse 144 0
5826 mouse 142 0
5827 mouse 138 0
5828 mouse 133 0
5829 mouse 88 0
5830 mouse 83 0
5834 mouse 82 1
5835 mouse 82 3
5836 mouse 81 7
5837 mouse 80 13
5838 mouse 79 24
5839 mouse 79 28
5849 mouse 79 26
5851 mouse 79 25
5852 mouse 79 24
5853 mouse 80 22
5854 mouse 80 20
5855 mouse 82 15
5856 mouse 84 7
5857 mouse 86 0
5858 mouse 88 0
5859 mouse 89 0
5860 mouse 90 0
5861 mouse 91 0
5862 mouse 92 0
5863 mouse 93 0
5864 mouse 94 0
5866 mouse 95 0
5872 mouse 96 1
5873 mouse 96 4
5874 mouse 97 10
5875 mouse 98 16
5876 mouse 98 22
5877 mouse 98 26
5878 mouse 98 27
5880 mouse 98 26
5881 mouse 99 21
5882 mouse 99 13
5883 mouse 98 0
5884 mouse 96 0
5888 mouse 97 0
5890 mouse 98 0
5896 mouse 99 0
5909 mouse 100 10
5910 mouse 99 25
5911 mouse 98 44
5912 mouse 96 62
5913 mouse 93 79
5914 mouse 90 91
5915 mouse 88 99
5916 mouse 86 102
5917 mouse 85 104
5918 mouse 83 106
5919 mouse 78 108
5920 mouse 69 113
5921 mouse 58 118
5922 mouse 47 125
5923 mouse 38 132
5924 mouse 30 139
5925 mouse 23 146
5926 mouse 19 150
5927 mouse 18 152
5928 mouse 17 153
5929 mouse 16 155
5930 mouse 15 160
5931 mouse 13 164
5932 mouse 11 168
5933 mouse 10 169
5934 mouse 9 171
5935 mouse 8 174
5936 mouse 8 176
5937 mouse 7 177
5938 mouse 7 178
5939 mouse 7 179
5941 mouse 7 180
5942 a 1
5947 a 0
5947 mouse 7 179
5948 mouse 8 176
5949 mouse 11 171
5950 mouse 18 161
5951 mouse 28 146
5952 mouse 41 129
5953 mouse 56 113
5954 mouse 64 106
5955 mouse 65 105
5956 a 1
5963 a 0
5971 mouse 64 106
5972 mouse 61 110
5973 mouse 58 115
5974 mouse 53 122
5975 mouse 48 129
5976 mouse 40 138
5977 mouse 34 146
5978 mouse 27 154
5979 mouse 23 159
5980 mouse 19 165
5981 mouse 15 170
5982 mouse 12 175
5983 mouse 9 179
5984 mouse 6 183
5985 mouse 4 186
5986 mouse 3 188
5987 mouse 3 189
6002 mouse 3 188
6003 mouse 4 187
6004 mouse 5 185
6005 mouse 8 183
6006 mouse 10 180
6007 mouse 13 176
6008 mouse 17 172
6009 mouse 19 170
6010 mouse 20 169
6011 mouse 20 168
6012 mouse 21 167
6013 mouse 22 166
6014 mouse 22 165
6015 mouse 23 164
6017 mouse 24 163
6018 mouse 26 161
6019 mouse 28 159
6020 mouse 30 156
6021 mouse 31 154
6022 mouse 32 154
6023 mouse 32 153
6034 a 1
6040 a 0
6044 mouse 32 154
6045 mouse 31 154
6047 mouse 31 155
6049 mouse 30 156
6050 mouse 29 158
6051 mouse 26 162
6052 mouse 23 166
6053 mouse 20 168
6054 mouse 19 169
6055 mouse 18 170
6056 mouse 18 171
6057 mouse 16 173
6058 mouse 15 174
6060 mouse 15 175
6062 mouse 14 175
6065 mouse 13 176
6066 mouse 13 177
6067 mouse 12 178
6068 mouse 11 179
6069 mouse 10 181
6070 mouse 9 182
6071 mouse 9 183
6073 mouse 8 184
6075 mouse 8 185
6077 mouse 8 186
6081 mouse 8 187
6086 mouse 8 188
6089 mouse 9 189
6092 mouse 9 190
6101 a 1
6107 a 0
6111 mouse 10 190
6113 mouse 11 191
6114 mouse 14 194
6115 mouse 18 197
6116 mouse 23 200
6117 mouse 28 203
6118 mouse 31 205
6119 mouse 33 206
6120 mouse 33 208
6121 mouse 35 210
6122 mouse 36 214
6123 mouse 37 217
6124 mouse 37 219
6125 mouse 38 219
6127 mouse 37 219
6128 mouse 37 216
6129 mouse 37 212
6130 mouse 38 202
6131 mouse 39 184
6132 mouse 39 173
6133 mouse 38 169
6134 mouse 36 167
6135 mouse 35 166
6136 mouse 34 166
6139 mouse 33 165
6140 mouse 30 164
6141 mouse 26 163
6142 mouse 24 162
6145 mouse 22 160
6146 mouse 20 159
6147 mouse 16 156
6148 mouse 12 152
6149 mouse 9 149
6150 mouse 8 148
6151 mouse 6 147
6152 mouse 5 146
6155 a 1
6157 mouse 5 145
6158 mouse 5 144
6159 a 0
6159 mouse 5 143
6160 mouse 5 142
6161 mouse 4 137
6162 mouse 6 130
6163 mouse 12 115
6164 mouse 17 95
6165 mouse 25 71
6166 mouse 30 48
6167 mouse 34 29
6168 mouse 38 18
6169 mouse 40 14
6178 a 1
6178 mouse 40 18
6179 mouse 40 23
6180 mouse 39 28
6181 a 0
6181 mouse 39 33
6182 mouse 39 38
6183 mouse 40 42
6184 mouse 40 45
6185 mouse 41 49
6186 mouse 42 52
6187 mouse 42 54
6188 mouse 42 55
6189 mouse 41 56
6190 mouse 41 59
6191 mouse 40 65
6192 mouse 38 74
6193 mouse 35 86
6194 mouse 32 103
6195 mouse 28 122
6196 mouse 21 144
6197 mouse 14 169
6198 mouse 10 192
6199 mouse 10 202
6200 mouse 9 203
6202 mouse 10 203
6203 mouse 10 201
6204 mouse 11 199
6205 mouse 11 196
6209 mouse 10 194
6210 mouse 10 192
6211 mouse 10 188
6212 mouse 11 180
6213 mouse 12 173
6214 mouse 13 170
6215 a 1
6222 a 0
6222 mouse 13 171
6223 mouse 12 172
6224 mouse 12 176
6225 mouse 10 183
6226 mouse 6 191
6227 mouse 5 199
6228 mouse 5 200
6231 a 1
6236 a 0
6240 mouse 4 199
6243 mouse 4 198
6244 mouse 4 197
6245 mouse 5 195
6246 mouse 5 190
6247 mouse 6 184
6248 mouse 6 179
6249 mouse 7 175
6250 mouse 7 170
6251 mouse 8 166
6252 mouse 8 164
6253 mouse 8 163
6255 mouse 8 162
6256 mouse 8 160
6257 a 1
6257 mouse 7 157
6258 mouse 7 155
6263 mouse 7 156
6264 a 0
6264 mouse 7 157
6265 mouse 6 160
6266 mouse 7 169
6267 mouse 8 177
6268 mouse 8 180
6269 mouse 9 182
6271 a 1
6274 mouse 8 182
6277 a 0
6277 mouse 8 181
6279 mouse 8 178
6280 mouse 8 174
6281 mouse 8 168
6282 mouse 8 164
6283 mouse 8 162
6286 mouse 8 161
6288 mouse 8 160
6291 a 1
6296 mouse 8 159
6297 a 0
6297 mouse 9 157
6298 mouse 13 150
6299 mouse 19 138
6300 mouse 25 125
6301 mouse 28 115
6302 mouse 30 107
6303 mouse 30 100
6304 mouse 31 98
6305 mouse 31 97
6308 mouse 31 96
6309 mouse 32 95
6310 mouse 33 94
6311 mouse 33 93
6312 a 1
6318 a 0
6321 mouse 33 94
6322 mouse 31 94
6323 mouse 28 96
6324 mouse 25 98
6325 mouse 18 100
6326 mouse 15 101
6327 mouse -2 107
6328 mouse -10 110
6329 mouse -15 112
6330 mouse -17 113
6332 mouse -18 113
6333 mouse -20 114
6334 mouse -26 116
6335 mouse -33 118
6336 mouse -38 120
6337 mouse -42 123
6338 mouse -43 124
6339 mouse -43 126
6340 mouse -43 127
6341 mouse -43 128
6342 mouse -43 130
6343 mouse -45 133
6344 mouse -49 139
6345 mouse -52 142
6346 mouse -54 144
6347 mouse -54 145
6348 mouse -55 145
6349 a 1
6349 mouse -55 147
6356 a 0
6356 mouse -54 145
6357 mouse -51 143
6358 mouse -44 140
6359 mouse -34 137
6360 mouse -27 134
6361 mouse -22 132
6362 mouse -17 130
6363 mouse -11 128
6364 mouse -3 124
6365 mouse 7 118
6366 mouse 18 114
6367 mouse 24 112
6370 mouse 26 112
6371 mouse 32 111
6372 mouse 40 107
6373 mouse 47 102
6374 mouse 51 98
6375 mouse 52 96
6382 a 1
6384 mouse 51 96
6388 a 0
6396 mouse 51 97
6397 mouse 50 98
6398 mouse 48 101
6399 mouse 44 105
6400 mouse 40 109
6401 mouse 37 112
6402 mouse 36 112
6405 mouse 35 113
6406 mouse 31 115
6407 mouse 27 117
6408 mouse 24 119
6409 mouse 23 119
6410 mouse 23 120
6412 mouse 22 121
6413 mouse 22 122
6415 mouse 21 123
6419 a 1
6423 mouse 22 122
6424 a 0
6424 mouse 23 120
6425 mouse 25 117
6426 mouse 25 116
6429 mouse 26 115
6430 mouse 27 115
6431 mouse 29 112
6432 mouse 33 107
6433 mouse 38 102
6434 mouse 40 99
6436 mouse 40 98
6438 mouse 41 98
6440 mouse 42 98
6441 mouse 43 98
6442 mouse 43 97
6443 mouse 44 97
6444 mouse 45 95
6446 mouse 46 94
6449 mouse 47 94
6452 mouse 48 94
6453 a 1
6460 a 0
6471 mouse 49 95
6472 mouse 50 95
6473 mouse 52 96
6474 mouse 54 97
6475 mouse 58 99
6476 mouse 63 105
6477 mouse 70 116
6478 mouse 80 140
6479 mouse 94 172
6480 mouse 107 205
6481 mouse 116 224
6482 mouse 120 224
6483 mouse 123 224
6485 mouse 124 224
6492 mouse 123 224
6503 mouse 123 223
6504 mouse 121 220
6505 mouse 117 214
6506 mouse 112 207
6507 mouse 107 201
6508 mouse 104 196
6509 mouse 99 192
6510 mouse 96 190
6511 mouse 92 190
6512 mouse 89 190
6513 mouse 84 193
6514 mouse 79 197
6515 mouse 73 201
6516 mouse 70 205
6517 mouse 67 208
6518 mouse 64 210
6519 mouse 64 209
6520 mouse 63 208
6521 mouse 62 205
6522 mouse 59 202
6523 mouse 55 195
6524 mouse 50 188
6525 mouse 49 187
6526 mouse 50 186
6527 mouse 58 185
6528 mouse 71 183
6529 mouse 83 182
6530 mouse 91 182
6536 mouse 92 182
6537 mouse 92 183
6540 mouse 93 183
6548 a 1
6550 mouse 94 183
6554 a 0
6555 mouse 95 183
6558 mouse 96 183
6565 mouse 95 182
6569 mouse 94 183
6570 mouse 93 185
6571 mouse 93 187
6572 mouse 91 188
6573 mouse 87 191
6574 mouse 82 194
6575 mouse 76 196
6576 mouse 73 196
6587 a 1
6590 a 0
6616 mouse 113 196
6625 mouse 114 196
6630 mouse 114 195
6632 mouse 115 194
6633 mouse 115 193
6634 mouse 116 192
6635 mouse 117 190
6636 mouse 120 180
6637 mouse 123 163
6638 mouse 122 144
6639 mouse 120 131
6640 mouse 116 120
6641 mouse 110 110
6642 mouse 103 100
6643 mouse 96 91
6644 mouse 92 84
6645 mouse 91 79
6646 mouse 89 74
6647 mouse 89 71
6648 mouse 88 69
6649 mouse 88 68
6650 mouse 88 67
6653 mouse 91 68
6654 mouse 97 72
6655 mouse 104 75
6656 mouse 112 80
6657 mouse 118 85
6658 mouse 121 89
6659 mouse 123 93
6660 mouse 125 95
6670 mouse 124 94
6671 mouse 124 93
6672 mouse 122 90
6673 mouse 121 86
6674 mouse 120 83
6675 mouse 120 81
6688 a 1
6694 a 0
6714 mouse 80 81
6756 mouse 79 82
6757 mouse 79 83
6768 mouse 80 83
6776 mouse 81 83
6782 mouse 82 81
6783 mouse 83 76
6784 mouse 85 65
6785 mouse 86 49
6786 mouse 87 28
6787 mouse 88 6
6788 mouse 86 0
6789 mouse 85 0
6790 mouse 84 0
6791 mouse 82 0
6792 mouse 81 0
6793 mouse 80 0
6794 mouse 79 0
6799 mouse 79 1
6800 mouse 81 9
6801 mouse 82 21
6802 mouse 82 33
6803 mouse 84 45
6804 mouse 85 53
6805 mouse 86 58
6806 mouse 86 59
6811 mouse 86 58
6812 mouse 85 56
6813 mouse 85 55
6818 mouse 86 56
6819 mouse 90 61
6820 mouse 92 65
6821 mouse 94 68
6822 mouse 95 71
6823 mouse 95 72
6824 mouse 96 72
6829 mouse 96 73
6830 mouse 96 74
6831 mouse 96 75
6832 mouse 97 75
6854 mouse 97 76
6855 mouse 97 77
6856 mouse 97 78
6857 mouse 97 80
6858 mouse 98 83
6859 mouse 98 88
6860 mouse 98 92
6861 mouse 98 97
6862 mouse 98 101
6863 mouse 97 105
6864 mouse 97 106
6865 mouse 96 107
6867 mouse 96 108
6868 mouse 93 110
6869 mouse 89 113
6870 mouse 85 116
6871 mouse 83 119
6872 mouse 82 122
6873 mouse 82 123
6874 mouse 81 124
6875 mouse 81 125
6877 a 1
6883 a 0
6897 b 1
6903 b 0
6922 mouse 81 124
6923 mouse 83 119
6924 mouse 85 104
6925 mouse 88 75
6926 mouse 89 42
6927 mouse 89 12
6928 mouse 89 0
6930 mouse 91 0
6933 mouse 94 5
6934 mouse 98 14
6935 mouse 103 23
6936 mouse 105 29
6937 mouse 107 34
6938 mouse 108 39
6939 mouse 109 43
6940 mouse 110 46
6941 mouse 112 48
6942 mouse 112 50
6943 mouse 113 51
6952 mouse 113 50
6968 a 1
6973 a 0
6979 mouse 114 50
6980 mouse 116 55
6981 mouse 119 67
6982 mouse 124 84
6983 mouse 131 104
6984 mouse 138 130
6985 mouse 143 168
6986 mouse 147 205
6987 mouse 151 224
6988 mouse 154 224
6989 mouse 157 224
6990 mouse 159 224
6991 mouse 161 224
6995 mouse 160 224
6997 mouse 159 224
6998 mouse 158 224
6999 mouse 157 224
7000 mouse 156 224
7001 mouse 155 224
7004 mouse 154 224
7012 mouse 153 224
7021 mouse 152 223
7022 mouse 149 219
7023 mouse 143 212
7024 mouse 136 202
7025 mouse 128 187
7026 mouse 119 173
7027 mouse 109 163
7028 mouse 100 158
7029 mouse 94 154
7030 mouse 91 152
7031 mouse 88 149
7032 mouse 86 147
7033 mouse 86 144
7034 mouse 85 142
7035 mouse 84 139
7036 mouse 83 136
7037 mouse 82 133
7038 mouse 81 130
7039 mouse 81 129
7040 mouse 81 128
7044 a 1
7049 a 0
7053 mouse 82 128
7054 mouse 84 130
7055 mouse 89 133
7056 mouse 95 136
7057 mouse 104 140
7058 mouse 113 143
7059 mouse 117 144
7060 mouse 118 145
7070 mouse 117 144
7071 mouse 113 143
7072 mouse 111 142
7073 mouse 108 141
7074 mouse 105 140
7075 mouse 101 138
7076 mouse 99 135
7077 mouse 99 130
7078 mouse 99 122
7079 mouse 101 102
7080 mouse 105 81
7081 mouse 108 51
7082 mouse 109 22
7083 mouse 108 1
7084 mouse 107 0
7085 mouse 106 0
7086 mouse 105 0
7087 mouse 104 0
7088 mouse 103 0
7095 mouse 102 0
7099 mouse 103 0
7102 mouse 102 0
7104 mouse 101 0
7105 mouse 100 0
7110 mouse 102 2
7111 mouse 104 11
7112 mouse 106 25
7113 mouse 108 44
7114 mouse 111 65
7115 mouse 114 94
7116 mouse 117 130
7117 mouse 119 162
7118 mouse 120 199
7119 mouse 121 224
7120 mouse 123 224
7121 mouse 124 224
7124 mouse 123 224
7125 mouse 122 224
7139 mouse 123 224
7141 mouse 124 224
7142 mouse 125 224
7143 mouse 127 224
7144 mouse 131 224
7145 mouse 135 224
7146 mouse 140 224
7147 mouse 146 224
7148 mouse 155 224
7149 mouse 163 224
7150 mouse 172 224
7151 mouse 177 224
7152 mouse 182 224
7153 mouse 189 224
7154 mouse 196 224
7155 mouse 208 224
7156 mouse 220 224
7157 mouse 237 224
7158 mouse 258 224
7159 mouse 284 223
7160 mouse 319 218
7161 mouse 319 214
7162 mouse 319 209
7163 mouse 319 204
7164 mouse 319 198
7165 mouse 319 191
7166 mouse 319 182
7167 mouse 319 176
7168 mouse 319 174
7169 mouse 319 173
7172 mouse 319 171
7173 mouse 318 170
7174 mouse 315 169
7175 mouse 310 168
7176 mouse 300 167
7177 mouse 283 165
7178 mouse 259 161
7179 mouse 229 157
7180 mouse 206 155
7181 mouse 187 152
7182 mouse 178 151
7183 mouse 175 150
7184 mouse 174 150
7185 mouse 173 150
7186 mouse 173 149
7187 mouse 168 148
7188 mouse 160 145
7189 mouse 151 141
7190 mouse 134 133
7191 mouse 111 118
7192 mouse 86 99
7193 mouse 54 77
7194 mouse 22 58
7195 mouse -13 36
7196 mouse -45 15
7197 mouse -75 0
7198 mouse -80 0
7206 mouse -75 2
7207 mouse -69 10
7208 mouse -58 22
7209 mouse -41 41
7210 mouse -22 59
7211 mouse -1 74
7212 mouse 15 83
7213 mouse 26 87
7214 mouse 28 88
7217 mouse 26 86
7218 mouse 20 78
7219 mouse 12 63
7220 mouse 3 42
7221 mouse -7 15
7222 mouse -18 0
7223 mouse -28 0
7224 mouse -33 0
7225 mouse -35 0
7227 mouse -33 0
7228 mouse -31 0
7229 mouse -30 0
7230 mouse -27 0
7231 mouse -25 0
7232 mouse -22 0
7233 mouse -18 0
7234 mouse -14 0
7235 mouse -8 0
7236 mouse -4 0
7237 mouse 0 0
7238 mouse 3 0
7239 mouse 5 0
7242 mouse 7 4
7243 mouse 12 19
7244 mouse 18 39
7245 mouse 25 65
7246 mouse 30 89
7247 mouse 33 109
7248 mouse 36 125
7249 mouse 38 138
7250 mouse 40 152
7251 mouse 43 174
7252 mouse 47 207
7253 mouse 53 224
7254 mouse 57 224
7255 mouse 61 224
7256 mouse 68 224
7257 mouse 74 224
7258 mouse 80 224
7259 mouse 84 224
7260 mouse 85 224
7264 mouse 85 223
7265 mouse 85 220
7266 mouse 87 212
7267 mouse 89 200
7268 mouse 92 182
7269 mouse 95 164
7270 mouse 97 146
7271 mouse 97 126
7272 mouse 95 106
7273 mouse 92 91
7274 mouse 90 75
7275 mouse 88 59
7276 mouse 84 42
7277 mouse 79 26
7278 mouse 72 12
7279 mouse 65 0
7280 mouse 57 0
7281 mouse 49 0
7282 mouse 42 0
7283 mouse 38 0
7284 mouse 36 0
7286 mouse 37 0
7287 mouse 39 0
7288 mouse 40 0
7289 mouse 42 0
7290 mouse 43 0
7291 mouse 46 0
7292 mouse 48 0
7293 mouse 49 0
7299 mouse 52 6
7300 mouse 56 23
7301 mouse 58 45
7302 mouse 58 63
7303 mouse 60 74
7304 mouse 62 78
7308 mouse 62 74
7309 mouse 60 61
7310 mouse 57 41
7311 mouse 55 20
7312 mouse 55 0
7313 mouse 54 0
7314 mouse 55 0
7315 mouse 56 0
7319 mouse 55 0
7327 mouse 56 1
7328 mouse 59 14
7329 mouse 64 32
7330 mouse 69 51
7331 mouse 70 61
7332 mouse 70 65
7333 mouse 70 66
7337 mouse 69 66
7338 mouse 69 65
7339 mouse 68 64
7343 mouse 69 68
7344 mouse 73 88
7345 mouse 80 122
7346 mouse 88 165
7347 mouse 97 208
7348 mouse 109 224
7349 mouse 118 224
7350 mouse 124 224
7351 mouse 128 224
7352 mouse 131 224
7353 mouse 133 224
7355 mouse 132 224
7357 mouse 131 224
7363 mouse 132 224
7366 mouse 133 224
7368 mouse 135 224
7369 mouse 137 224
7370 mouse 141 224
7371 mouse 148 224
7372 mouse 162 224
7373 mouse 182 224
7374 mouse 210 224
7375 mouse 242 224
7376 mouse 267 224
7377 mouse 290 224
7378 mouse 306 224
7379 mouse 318 224
7380 mouse 319 224
7387 mouse 319 223
7388 mouse 317 221
7389 mouse 312 215
7390 mouse 301 207
7391 mouse 284 200
7392 mouse 269 193
7393 mouse 258 190
7394 mouse 250 188
7395 mouse 245 187
7396 mouse 244 187
7399 mouse 243 190
7400 mouse 241 192
7401 mouse 239 193
7402 mouse 236 193
7403 mouse 232 192
7404 mouse 225 189
7405 mouse 216 187
7406 mouse 211 186
7407 mouse 206 185
7408 mouse 202 185
7409 mouse 200 185
7410 mouse 199 186
7411 mouse 198 186
7412 mouse 196 186
7413 mouse 191 184
7414 mouse 185 182
7415 mouse 173 177
7416 mouse 163 174
7417 mouse 158 172
7418 mouse 155 171
7419 mouse 154 171
7420 mouse 153 171
7421 mouse 153 170
7423 mouse 152 170
7427 mouse 151 170
7428 mouse 150 170
7432 mouse 149 170
7433 mouse 148 171
7434 mouse 145 171
7435 mouse 144 172
7436 mouse 143 172
7438 mouse 143 171
7439 mouse 144 171
7452 mouse 143 170
7453 mouse 139 167
7454 mouse 136 166
7455 mouse 134 166
7456 mouse 132 165
7457 mouse 131 164
7458 mouse 129 163
7459 mouse 129 162
7462 mouse 128 161
7463 mouse 127 161
7464 mouse 127 160
7469 mouse 126 160
7472 mouse 125 160
7474 mouse 125 159
7475 mouse 124 159
7480 a 1
7482 mouse 123 159
7487 a 0
7496 b 1
7503 b 0
7528 mouse 122 159
7529 mouse 121 158
7530 mouse 118 159
7531 mouse 115 164
7532 mouse 110 173
7533 mouse 101 193
7534 mouse 92 212
7535 mouse 80 224
7536 mouse 71 224
7537 mouse 66 224
7538 mouse 62 224
7540 mouse 63 224
7544 mouse 64 222
7545 mouse 65 220
7546 mouse 66 216
7547 mouse 68 211
7548 mouse 68 200
7549 mouse 64 183
7550 mouse 58 170
7551 mouse 51 158
7552 mouse 46 149
7553 mouse 39 138
7554 mouse 32 130
7555 mouse 23 116
7556 mouse 11 100
7557 mouse -7 78
7558 mouse -31 55
7559 mouse -60 26
7560 mouse -80 0
7566 mouse -77 0
7567 mouse -74 0
7568 mouse -70 0
7569 mouse -66 0
7570 mouse -62 0
7571 mouse -58 0
7572 mouse -54 0
7573 mouse -51 0
7574 mouse -50 0
7576 mouse -48 0
7577 mouse -46 0
7578 mouse -44 0
7579 mouse -42 0
7580 mouse -39 0
7581 mouse -34 0
7582 mouse -31 0
7583 mouse -29 0
7584 mouse -27 0
7585 mouse -25 0
7586 mouse -24 0
7588 mouse -23 0
7589 mouse -22 0
7591 mouse -21 0
7592 mouse -20 0
7601 mouse -19 0
7611 mouse -16 4
7612 mouse -13 14
7613 mouse -8 28
7614 mouse -3 42
7615 mouse 1 54
7616 mouse 5 63
7617 mouse 7 69
7618 mouse 8 73
7619 mouse 9 74
7620 mouse 9 75
7623 mouse 9 74
7624 mouse 12 72
7625 mouse 16 69
7626 mouse 23 64
7627 mouse 29 58
7628 mouse 35 53
7629 mouse 42 45
7630 mouse 50 29
7631 mouse 58 6
7632 mouse 65 0
7633 mouse 71 0
7634 mouse 74 0
7635 mouse 75 0
7638 mouse 75 5
7639 mouse 78 18
7640 mouse 82 29
7641 mouse 83 36
7642 mouse 85 41
7643 mouse 85 44
7644 mouse 85 45
7648 mouse 86 43
7649 mouse 88 37
7650 mouse 91 27
7651 mouse 94 8
7652 mouse 97 0
7653 mouse 101 0
7654 mouse 103 0
7655 mouse 104 0
7656 mouse 105 0
7660 mouse 105 9
7661 mouse 108 23
7662 mouse 109 38
7663 mouse 108 50
7664 mouse 107 57
7665 mouse 106 59
7666 mouse 106 60
7675 mouse 106 64
7676 mouse 103 72
7677 mouse 100 84
7678 mouse 95 95
7679 mouse 91 103
7680 mouse 87 112
7681 mouse 84 127
7682 mouse 79 155
7683 mouse 73 201
7684 mouse 68 224
7685 mouse 67 224
7686 mouse 69 224
7687 mouse 72 224
7688 mouse 75 224
7689 mouse 77 224
7690 mouse 78 224
7691 mouse 79 224
7692 mouse 79 219
7693 mouse 80 206
7694 mouse 81 190
7695 mouse 83 170
7696 mouse 87 151
7697 mouse 91 133
7698 mouse 94 116
7699 mouse 95 101
7700 mouse 96 98
7706 mouse 95 98
7707 mouse 95 99
7708 mouse 94 101
7709 mouse 91 107
7710 mouse 86 114
7711 mouse 81 120
7712 mouse 78 125
7713 mouse 77 128
7714 mouse 77 129
7716 a 1
7721 a 0
7723 mouse 78 132
7724 mouse 82 147
7725 mouse 88 174
7726 mouse 95 211
7727 mouse 100 224
7728 mouse 107 224
7729 mouse 112 224
7730 mouse 114 224
7731 mouse 115 224
7732 mouse 116 224
7735 mouse 116 222
7736 mouse 115 214
7737 mouse 115 201
7738 mouse 117 186
7739 mouse 121 175
7740 mouse 124 168
7741 mouse 124 166
7742 mouse 125 165
7746 a 1
7746 mouse 125 166
7751 a 0
7753 mouse 125 164
7754 mouse 124 161
7755 mouse 120 153
7756 mouse 113 142
7757 mouse 103 130
7758 mouse 92 121
7759 mouse 82 112
7760 mouse 73 105
7761 mouse 68 98
7762 mouse 64 93
7763 mouse 62 90
7764 mouse 61 88
7765 mouse 61 87
7767 mouse 60 86
7768 mouse 59 84
7769 mouse 59 83
7770 mouse 58 82
7771 mouse 57 81
7772 mouse 56 80
7773 mouse 56 79
7774 mouse 56 78
